ID,Fixed_Acidity,Volatile_Acidity,Citric_Acid,Residual_Sugar,Chlorides,Free_SO2,Total_SO2,Density,pH,Sulphates,Alcohol,Quality
1368,7.6,0.27,0.24,Low,0.058,19.0,115.0,0.99-1.00,Acidic,0.45,8%,5
1369,7.3,0.22,0.41,High,0.05,55.0,191.0,>1.00,Acidic,0.59,8%,6
1370,7.4,0.64,0.47,High,0.168,42.0,185.0,0.99-1.00,Highly Acidic,0.49,9%,5
1371,7.6,0.28,0.39,Low,0.052,23.0,116.0,0.99-1.00,Acidic,0.4,10%,6
1372,8.3,0.26,0.41,Moderate,0.042,41.0,162.0,0.99-1.00,Acidic,0.38,12%,7
1373,10.7,0.22,0.56,Moderate,0.044,37.0,181.0,0.99-1.00,Highly Acidic,0.68,9%,6
1374,10.7,0.22,0.56,Moderate,0.044,37.0,181.0,0.99-1.00,Neutral,0.68,9%,6
1375,6.9,0.23,0.34,Low,0.032,24.0,121.0,0.99-1.00,Acidic,0.38,12%,7
1376,6.2,0.3,0.32,Low,0.032,30.0,130.0,0.99-1.00,Neutral,0.41,11%,7
1377,6.9,0.27,0.41,Low,0.047,6.0,134.0,0.99-1.00,Acidic,0.69,11%,6
1378,6.9,0.28,0.41,Low,0.05,10.0,136.0,0.99-1.00,Acidic,0.71,11%,6
1379,6.9,0.28,0.3,Low,0.047,46.0,132.0,0.99-1.00,Acidic,0.38,11%,7
1380,6.9,0.46,0.2,Low,0.054,5.0,126.0,0.99-1.00,Acidic,0.42,10%,6
1381,6.9,0.38,0.32,Moderate,0.044,36.0,152.0,0.99-1.00,Acidic,0.35,12%,7
1382,5.7,0.43,0.3,Low,0.039,24.0,98.0,0.99-1.00,Acidic,0.61,12%,7
1383,6.6,0.56,0.16,Low,0.045,28.0,92.0,0.99-1.00,Acidic,0.35,9%,6
1384,7.1,0.36,0.56,Low,0.046,25.0,102.0,0.99-1.00,Acidic,0.33,10%,6
1385,6.8,0.23,0.4,Low,0.047,5.0,133.0,0.99-1.00,Acidic,0.7,11%,6
1386,6.2,0.33,0.29,Low,0.042,26.0,138.0,0.99-1.00,Acidic,0.64,9%,5
1387,5.6,0.49,0.13,Low,0.039,17.0,116.0,0.99-1.00,Acidic,0.9,13%,7
1388,6.6,0.42,0.33,Low,0.034,15.0,85.0,0.99-1.00,Acidic,0.51,13%,6
1389,7.3,0.18,0.29,Low,0.044,12.0,143.0,0.99-1.00,Acidic,0.48,11%,7
1390,8.1,0.19,0.4,Low,0.037,73.0,180.0,0.99-1.00,Acidic,0.34,10%,6
1391,5.9,0.19,0.26,Moderate,0.034,33.0,123.0,0.99-1.00,Acidic,0.42,10%,6
1392,6.2,0.16,0.47,Low,0.029,23.0,81.0,0.99-1.00,Acidic,0.42,12%,6
1393,6.6,0.42,0.33,Low,0.034,15.0,85.0,0.99-1.00,Acidic,0.51,13%,6
1394,5.7,0.135,0.3,Low,0.042,19.0,101.0,0.99-1.00,Acidic,0.42,9%,6
1395,5.6,0.49,0.13,Low,0.039,17.0,116.0,0.99-1.00,Acidic,0.9,13%,7
1396,,0.19,0.33,Low,0.039,27.0,98.0,<0.99,Acidic,0.46,12%,7
1397,7.3,0.18,0.29,Low,0.044,12.0,143.0,0.99-1.00,Acidic,0.48,11%,7
1398,7.3,0.25,0.36,High,0.05,35.0,200.0,0.99-1.00,Acidic,0.47,8%,7
1399,7.3,0.25,0.36,High,0.05,35.0,200.0,0.99-1.00,Acidic,0.46,8%,7
1400,7.0,0.2,0.34,Low,0.035,32.0,83.0,0.99-1.00,Acidic,0.46,11%,6
1401,7.3,0.25,0.36,High,0.05,35.0,200.0,0.99-1.00,Acidic,0.46,8%,7
1402,6.3,0.67,0.48,Moderate,0.052,57.0,222.0,0.99-1.00,Acidic,0.52,9%,6
1403,7.4,0.4,0.29,Low,0.044,31.0,122.0,0.99-1.00,Acidic,0.5,11%,8
1404,7.1,0.26,0.31,Low,0.044,29.0,128.0,0.99-1.00,Acidic,0.64,10%,8
1405,9.0,0.31,0.48,Low,0.043,11.0,73.0,0.99-1.00,Highly Acidic,0.38,11%,5
1406,6.3,0.39,0.24,Low,0.069,9.0,117.0,0.99-1.00,Acidic,0.35,10%,4
1407,8.2,0.22,0.36,Low,0.034,12.0,90.0,0.99-1.00,Acidic,0.38,10%,8
1408,7.1,0.19,0.28,Low,0.033,16.0,78.0,0.99-1.00,Highly Acidic,0.78,11%,6
1409,7.3,0.25,0.36,High,0.05,35.0,200.0,0.99-1.00,Acidic,0.46,8%,7
1410,7.9,0.2,0.34,Low,0.04,29.0,118.0,0.99-1.00,Acidic,0.41,10%,6
1411,7.1,0.26,0.32,Low,0.037,39.0,97.0,0.99-1.00,Acidic,0.4,11%,6
1412,7.0,0.2,0.34,Low,0.035,32.0,83.0,0.99-1.00,Acidic,0.46,11%,6
1413,6.9,0.3,0.33,Low,0.035,26.0,155.0,0.99-1.00,Acidic,0.79,12%,8
1414,8.1,0.29,0.49,Moderate,0.042,22.0,124.0,0.99-1.00,Acidic,0.41,10%,6
1415,5.8,0.17,0.3,Low,0.037,55.0,130.0,0.99-1.00,Acidic,0.38,11%,6
1416,5.9,0.415,0.02,Low,0.038,22.0,63.0,0.99-1.00,Acidic,0.36,9%,5
1417,,0.23,0.26,Low,0.045,16.0,128.0,0.99-1.00,Acidic,0.6,10%,6
1418,8.6,0.55,0.35,High,0.057,35.5,366.5,>1.00,Acidic,0.63,11%,3
1419,6.9,0.35,0.74,Low,0.044,18.0,132.0,0.99-1.00,Acidic,0.55,10%,5
1420,7.6,0.14,0.74,Low,0.04,27.0,103.0,0.99-1.00,Acidic,0.4,10%,7
1421,9.2,0.28,0.49,Moderate,0.042,29.0,137.0,0.99-1.00,Acidic,0.34,10%,4
1422,6.2,0.18,0.49,Low,0.047,17.0,90.0,0.99-1.00,Acidic,0.37,11%,6
1423,5.3,0.165,0.24,Low,0.051,25.0,105.0,0.99-1.00,Acidic,0.47,9%,5
1424,9.8,0.25,0.74,Moderate,0.056,36.0,225.0,0.99-1.00,Acidic,0.44,10%,4
1425,8.1,0.29,0.49,Moderate,0.042,22.0,124.0,0.99-1.00,Acidic,0.41,10%,6
1426,6.8,0.22,0.49,Low,0.052,26.0,128.0,0.99-1.00,Acidic,0.35,11%,6
1427,7.2,0.22,0.49,Low,0.045,34.0,140.0,0.99-1.00,Acidic,0.34,12%,6
1428,7.4,0.25,0.49,Low,0.042,35.0,156.0,0.99-1.00,Acidic,0.55,11%,5
1429,8.2,0.18,0.49,Low,0.033,28.0,81.0,0.99-1.00,Acidic,0.68,10%,7
1430,6.1,0.22,0.49,Low,0.051,18.0,87.0,0.99-1.00,Acidic,0.46,9%,5
1431,7.0,0.39,0.24,Low,0.048,8.0,119.0,0.99-1.00,Acidic,0.31,10%,4
1432,6.1,0.22,0.49,Low,0.051,18.0,87.0,0.99-1.00,Acidic,0.46,9%,5
1433,6.5,0.36,0.49,Low,0.03,16.0,94.0,0.99-1.00,Acidic,0.49,12%,7
1434,7.1,0.29,0.49,Low,0.031,32.0,99.0,<0.99,Acidic,0.33,12%,6
1435,7.4,0.25,0.49,Low,0.042,35.0,156.0,0.99-1.00,Acidic,0.55,11%,5
1436,6.9,0.23,0.24,High,0.053,19.0,94.0,0.99-1.00,Acidic,0.5,9%,5
1437,8.5,0.56,0.74,High,0.051,51.0,243.0,>1.00,Highly Acidic,0.7,9%,5
1438,8.2,0.18,0.49,Low,0.033,28.0,81.0,0.99-1.00,Acidic,0.68,10%,7
1439,6.3,0.23,0.49,Moderate,0.05,67.0,210.0,0.99-1.00,Acidic,0.34,9%,5
1440,6.1,0.25,0.49,Moderate,0.052,67.0,226.0,0.99-1.00,Acidic,0.47,8%,5
1441,7.2,0.26,0.74,High,0.05,56.0,162.0,0.99-1.00,Acidic,0.44,8%,5
1442,7.2,0.31,0.23,Low,0.057,17.0,117.0,0.99-1.00,Acidic,0.35,10%,5
1443,8.0,0.26,0.49,Low,0.061,27.0,117.0,0.99-1.00,Acidic,0.34,9%,5
1444,7.0,0.18,0.49,Low,0.04,34.0,125.0,0.99-1.00,Acidic,0.4,12%,6
1445,7.8,0.43,0.49,High,0.033,37.0,158.0,0.99-1.00,Acidic,0.35,11%,6
1446,8.3,0.2,0.74,Low,0.044,33.0,130.0,0.99-1.00,Acidic,0.42,12%,6
1447,6.3,0.27,0.49,Low,0.063,35.0,92.0,0.99-1.00,Acidic,0.42,12%,6
1448,7.4,0.16,0.49,Low,0.055,18.0,150.0,0.99-1.00,Acidic,0.47,11%,6
1449,7.4,0.16,0.49,Low,0.055,18.0,150.0,0.99-1.00,Acidic,0.47,11%,6
1450,6.9,0.19,0.49,Low,0.036,49.0,172.0,0.99-1.00,Acidic,0.27,11%,6
1451,7.8,0.43,0.49,High,0.033,37.0,158.0,0.99-1.00,Acidic,0.35,11%,6
1452,7.2,0.4,0.49,Low,0.048,11.0,138.0,0.99-1.00,Acidic,0.42,9%,5
1453,7.8,0.43,0.49,High,0.033,37.0,158.0,0.99-1.00,Acidic,0.35,11%,6
1454,7.6,0.52,0.49,High,0.034,37.0,156.0,,Acidic,0.38,11%,7
1455,8.3,0.21,0.49,High,0.054,50.0,231.0,>1.00,Highly Acidic,0.54,9%,5
1456,6.9,0.34,0.74,Moderate,0.069,44.0,150.0,0.99-1.00,Acidic,0.81,9%,5
1457,6.3,0.27,0.49,Low,0.063,35.0,92.0,0.99-1.00,Acidic,0.42,12%,6
1458,8.3,0.2,0.74,Low,0.044,33.0,130.0,0.99-1.00,Acidic,0.42,12%,6
1459,7.1,0.22,0.74,Low,0.044,42.0,144.0,0.99-1.00,Acidic,0.41,12%,6
1460,7.9,0.11,0.49,Low,0.048,27.0,133.0,0.99-1.00,Acidic,0.42,10%,6
1461,8.5,0.17,0.74,Low,0.05,29.0,128.0,0.99-1.00,Acidic,0.4,12%,6
1462,,0.145,0.49,Low,0.048,54.0,164.0,0.99-1.00,Acidic,0.44,10%,6
1463,7.4,0.16,0.49,Low,0.055,18.0,150.0,0.99-1.00,Acidic,0.47,11%,6
1464,8.3,0.19,0.51,Low,0.051,11.0,137.0,0.99-1.00,Acidic,0.46,11%,6
1465,8.0,0.44,0.49,Moderate,0.031,46.0,151.0,0.99-1.00,Acidic,0.27,12%,8
1466,7.0,0.2,0.74,Low,0.044,19.0,163.0,0.99-1.00,Acidic,0.53,10%,5
1467,6.9,0.19,0.49,Low,0.036,49.0,172.0,0.99-1.00,Acidic,0.27,11%,6
1468,7.1,0.25,0.49,Low,0.03,30.0,96.0,0.99-1.00,Acidic,0.39,12%,7
1469,,0.24,0.24,Low,0.046,15.0,60.0,0.99-1.00,Acidic,0.39,9%,5
1470,7.2,0.4,0.49,Low,0.048,11.0,138.0,0.99-1.00,Acidic,0.42,9%,5
1471,7.6,0.52,0.49,High,0.034,37.0,156.0,0.99-1.00,Acidic,0.38,11%,7
1472,7.8,0.43,0.49,High,0.033,37.0,158.0,0.99-1.00,Acidic,0.35,11%,6
1473,7.8,0.21,0.49,Low,0.052,6.0,48.0,0.99-1.00,Acidic,0.28,11%,5
1474,7.0,0.2,0.49,Low,0.038,39.0,128.0,0.99-1.00,Acidic,0.48,10%,6
1475,6.9,0.25,0.24,Low,0.057,13.0,85.0,,Highly Acidic,0.48,9%,4
1476,7.2,0.08,0.49,Low,0.05,18.0,148.0,0.99-1.00,Acidic,0.44,10%,6
1477,7.1,0.85,0.49,Moderate,0.028,40.0,184.0,0.99-1.00,Acidic,0.36,10%,5
1478,7.6,0.51,0.24,Low,0.04,10.0,104.0,0.99-1.00,Acidic,0.29,10%,6
1479,,0.22,0.24,Low,0.044,39.0,159.0,0.99-1.00,Highly Acidic,0.28,11%,6
1480,7.7,0.16,0.49,Low,0.056,20.0,124.0,0.99-1.00,Acidic,0.49,10%,6
1481,7.2,0.08,0.49,Low,0.05,18.0,148.0,0.99-1.00,Acidic,0.44,10%,6
1482,6.6,0.25,0.24,Low,0.048,26.0,124.0,0.99-1.00,Acidic,0.6,10%,6
1483,6.7,0.16,0.49,Low,0.046,57.0,187.0,0.99-1.00,Acidic,0.81,10%,6
1484,6.9,0.25,0.24,Low,0.057,13.0,85.0,0.99-1.00,Highly Acidic,0.48,9%,4
1485,7.5,0.32,0.24,Low,0.053,8.0,134.0,0.99-1.00,Acidic,0.5,9%,3
1486,7.4,0.28,0.48,Low,0.034,20.0,126.0,,Highly Acidic,0.39,10%,6
1487,6.2,0.15,0.49,Low,0.033,17.0,51.0,0.99-1.00,Acidic,0.7,9%,6
1488,6.7,0.25,0.74,High,0.054,44.0,169.0,>1.00,Acidic,0.45,9%,6
1489,6.5,0.26,0.74,High,0.044,68.0,224.0,0.99-1.00,Acidic,0.54,9%,6
1490,7.9,0.16,0.74,High,0.037,52.0,187.0,0.99-1.00,Highly Acidic,0.41,9%,5
1491,5.6,0.185,0.49,Low,0.03,28.0,117.0,0.99-1.00,Acidic,0.45,10%,6
1492,7.5,0.2,0.49,Low,0.031,8.0,97.0,,Acidic,0.62,11%,5
1493,8.0,0.3,0.49,Moderate,0.046,47.0,188.0,0.99-1.00,Acidic,0.48,10%,5
1494,8.0,0.34,0.49,Moderate,0.033,39.0,180.0,,Acidic,0.38,12%,8
1495,7.7,0.35,0.49,Moderate,0.033,42.0,186.0,0.99-1.00,Acidic,0.38,12%,8
1496,7.6,0.29,0.49,Moderate,0.03,45.0,197.0,0.99-1.00,Acidic,0.38,12%,7
1497,6.7,0.62,0.24,Low,0.039,6.0,62.0,0.99-1.00,Acidic,0.32,10%,5
1498,6.8,0.27,0.49,Low,0.044,35.0,126.0,0.99-1.00,Acidic,0.48,12%,7
1499,7.7,0.27,0.49,Low,0.041,23.0,86.0,0.99-1.00,Acidic,0.42,12%,6
1500,6.7,0.51,0.24,Low,0.043,14.0,155.0,0.99-1.00,Acidic,0.6,13%,6
1501,7.4,0.19,0.49,Moderate,0.03,26.0,132.0,0.99-1.00,Highly Acidic,0.32,11%,7
1502,8.3,0.2,0.49,Low,0.04,34.0,169.0,0.99-1.00,Acidic,0.37,10%,5
1503,6.6,0.3,0.24,Low,0.034,17.0,121.0,0.99-1.00,Acidic,0.36,9%,5
1504,6.8,0.36,0.24,Low,0.039,24.0,124.0,0.99-1.00,Acidic,0.34,12%,7
1505,7.0,0.17,0.74,Moderate,0.045,24.0,126.0,0.99-1.00,Acidic,0.38,12%,8
1506,9.2,0.18,0.49,Low,0.041,39.0,130.0,0.99-1.00,Acidic,0.49,9%,7
1507,8.1,0.2,0.49,Moderate,0.051,51.0,205.0,0.99-1.00,Acidic,0.52,11%,6
1508,7.8,0.26,0.74,Moderate,0.044,59.0,160.0,0.99-1.00,Acidic,0.64,10%,6
1509,6.8,0.21,0.49,High,0.06,50.0,170.0,0.99-1.00,Acidic,0.44,9%,6
1510,7.9,0.2,0.49,Low,0.053,15.0,144.0,,Acidic,0.47,10%,5
1511,8.0,0.18,0.49,Low,0.061,10.0,145.0,0.99-1.00,Acidic,0.48,10%,5
1512,8.8,0.23,0.74,Low,0.042,15.0,126.0,0.99-1.00,Acidic,0.51,11%,6
1513,7.3,0.22,0.49,Moderate,0.034,29.0,134.0,,Highly Acidic,0.32,11%,7
1514,7.3,0.22,0.49,Moderate,0.031,48.0,161.0,0.99-1.00,Acidic,0.28,11%,6
1515,7.4,0.19,0.49,Moderate,0.03,26.0,132.0,0.99-1.00,Highly Acidic,0.32,11%,7
1516,7.3,0.155,0.49,Low,0.039,34.0,136.0,0.99-1.00,Acidic,0.77,10%,6
1517,8.2,0.22,0.49,Moderate,0.037,53.0,154.0,,Acidic,0.33,10%,6
1518,8.2,0.24,0.49,Moderate,0.038,52.0,163.0,0.99-1.00,Acidic,0.33,10%,6
1519,8.4,0.23,0.49,Moderate,0.035,22.0,95.0,0.99-1.00,Acidic,0.34,12%,6
1520,8.3,0.2,0.49,Low,0.04,34.0,169.0,0.99-1.00,Acidic,0.37,10%,5
1521,,0.2,0.49,Low,0.038,38.0,167.0,0.99-1.00,Acidic,0.37,10%,6
1522,6.6,0.3,0.24,Low,0.034,17.0,121.0,0.99-1.00,Acidic,0.36,9%,5
1523,6.9,0.21,0.49,Low,0.041,15.0,164.0,0.99-1.00,Acidic,0.63,11%,5
1524,8.0,0.25,0.49,Moderate,0.044,31.0,185.0,0.99-1.00,Acidic,0.49,10%,6
1525,6.6,0.21,0.49,High,0.042,41.0,158.0,0.99-1.00,Acidic,0.39,8%,6
1526,7.2,0.27,0.74,Moderate,0.037,47.0,156.0,0.99-1.00,Acidic,0.44,8%,5
1527,14.2,0.27,0.49,Low,0.037,33.0,156.0,0.99-1.00,Acidic,0.54,11%,6
1528,7.9,0.28,0.49,Moderate,0.045,48.0,195.0,0.99-1.00,Acidic,0.55,11%,6
1529,7.4,0.27,0.49,Low,0.037,33.0,156.0,0.99-1.00,Acidic,0.54,11%,6
1530,6.6,0.21,0.49,High,0.042,41.0,158.0,0.99-1.00,Acidic,0.39,8%,6
1531,7.2,0.27,0.74,Moderate,0.037,47.0,156.0,0.99-1.00,Acidic,0.44,8%,5
1532,8.1,0.3,0.49,Moderate,0.037,26.0,174.0,0.99-1.00,Acidic,0.3,11%,7
1533,7.5,0.23,0.49,Moderate,0.049,61.0,209.0,,Acidic,0.3,11%,7
1534,7.3,0.26,0.49,Low,0.028,32.0,107.0,0.99-1.00,Acidic,0.54,10%,6
1535,7.1,0.18,0.74,High,0.044,44.0,176.0,0.99-1.00,Acidic,0.67,9%,6
1536,8.5,0.15,0.49,Low,0.031,17.0,122.0,0.99-1.00,Acidic,0.4,10%,6
1537,8.9,0.13,0.49,Low,0.028,6.0,24.0,0.99-1.00,Highly Acidic,0.32,9%,5
1538,8.1,0.28,0.49,Low,0.04,32.0,148.0,0.99-1.00,Acidic,0.41,10%,6
1539,6.0,0.17,0.49,Low,0.034,26.0,106.0,0.99-1.00,Acidic,0.42,9%,6
1540,7.3,0.26,0.49,Low,0.028,32.0,107.0,0.99-1.00,Acidic,0.54,10%,6
1541,7.1,0.18,0.74,High,0.044,44.0,176.0,0.99-1.00,Acidic,0.67,9%,6
1542,7.1,0.53,0.24,Low,0.029,29.0,86.0,0.99-1.00,Acidic,0.31,9%,4
1543,7.2,0.16,0.49,Low,0.037,27.0,104.0,0.99-1.00,Acidic,0.57,10%,6
1544,7.3,0.14,0.49,Low,0.038,28.0,99.0,0.99-1.00,Acidic,0.72,10%,6
1545,8.9,0.13,0.49,Low,0.028,6.0,24.0,0.99-1.00,Highly Acidic,0.32,9%,5
1546,,0.12,0.49,Low,0.049,33.0,152.0,0.99-1.00,Acidic,0.47,10%,6
1547,6.7,0.29,0.49,Low,0.034,35.0,156.0,0.99-1.00,Acidic,0.45,9%,6
1548,6.7,0.3,0.49,Low,0.034,36.0,158.0,0.99-1.00,Acidic,0.45,9%,6
1549,7.1,0.36,0.24,Low,0.025,32.0,102.0,0.99-1.00,Acidic,0.59,12%,6
1550,8.5,0.15,0.49,Low,0.031,17.0,15.0,0.99-1.00,Acidic,0.4,10%,6
1551,7.9,0.18,0.49,Low,0.051,36.0,157.0,0.99-1.00,Acidic,0.48,10%,6
1552,6.6,0.19,0.99,Low,0.122,45.0,129.0,0.99-1.00,Acidic,0.31,8%,6
1553,7.3,0.21,0.49,Low,0.038,44.0,152.0,,Acidic,0.44,12%,7
1554,6.9,0.3,0.49,Moderate,0.057,25.0,156.0,0.99-1.00,Acidic,0.63,11%,7
1555,7.9,0.42,0.49,Moderate,0.056,32.0,164.0,0.99-1.00,Acidic,0.6,11%,7
1556,6.9,0.24,0.49,Low,0.032,35.0,148.0,0.99-1.00,Acidic,0.57,10%,7
1557,7.6,0.23,0.49,Moderate,0.036,45.0,182.0,0.99-1.00,Acidic,0.58,9%,6
1558,7.9,0.18,0.49,Low,0.051,36.0,157.0,0.99-1.00,Acidic,0.48,10%,6
1559,6.2,0.43,0.49,Low,0.045,12.0,115.0,0.99-1.00,Acidic,0.57,9%,4
1560,8.8,0.35,0.49,Low,0.036,14.0,56.0,0.99-1.00,Highly Acidic,0.33,10%,4
1561,7.8,0.3,0.74,Low,0.033,33.0,156.0,0.99-1.00,Acidic,0.52,12%,6
1562,,0.28,0.49,Low,0.059,10.0,112.0,0.99-1.00,Acidic,0.46,10%,5
1563,7.1,0.34,0.49,Low,0.027,26.0,126.0,0.99-1.00,Acidic,0.33,12%,7
1564,7.8,0.3,0.74,Low,0.033,33.0,156.0,0.99-1.00,Acidic,0.52,12%,6
1565,9.1,0.28,0.49,Low,0.059,10.0,112.0,0.99-1.00,Acidic,0.46,10%,5
1566,8.5,0.19,0.49,Low,0.044,29.0,117.0,0.99-1.00,Acidic,0.51,10%,6
1567,7.6,0.18,0.49,High,0.046,36.0,158.0,0.99-1.00,Acidic,0.43,9%,5
1568,7.5,0.19,0.49,Low,0.055,19.0,110.0,0.99-1.00,Acidic,0.44,9%,5
1569,7.4,0.3,0.49,Moderate,0.055,49.0,188.0,0.99-1.00,Acidic,0.58,9%,6
1570,6.7,0.3,0.74,Low,0.038,35.0,157.0,0.99-1.00,Acidic,0.46,9%,5
1571,6.6,,0.74,Low,0.041,36.0,159.0,0.99-1.00,Acidic,0.45,9%,5
1572,7.4,0.3,0.49,Moderate,0.055,49.0,188.0,0.99-1.00,Acidic,0.58,9%,6
1573,6.9,0.22,0.49,Moderate,0.063,50.0,168.0,0.99-1.00,Acidic,0.5,10%,6
1574,7.8,0.26,0.48,Low,0.045,21.0,116.0,0.99-1.00,Acidic,0.35,10%,5
1575,8.5,0.17,0.49,Moderate,0.048,23.0,108.0,0.99-1.00,Highly Acidic,0.34,10%,4
1576,6.8,0.17,0.74,Low,0.053,61.0,182.0,0.99-1.00,Acidic,0.76,10%,6
1577,6.2,0.27,0.49,Low,0.05,20.0,74.0,0.99-1.00,Acidic,0.44,9%,6
1578,7.1,0.64,0.49,Low,0.05,17.0,128.0,0.99-1.00,Acidic,0.58,10%,4
1579,6.4,0.18,0.74,Moderate,0.046,54.0,168.0,0.99-1.00,Acidic,0.68,10%,5
1580,,0.31,0.49,High,0.062,50.0,191.0,0.99-1.00,Acidic,0.53,9%,4
1581,,0.31,0.5,High,0.046,13.0,119.0,>1.00,Acidic,0.45,9%,5
1582,9.0,0.3,0.49,Moderate,0.039,32.0,84.0,0.99-1.00,Highly Acidic,0.32,11%,6
1583,8.4,0.24,0.49,Moderate,0.039,46.0,108.0,0.99-1.00,Acidic,0.33,11%,7
1584,6.4,0.18,0.74,Moderate,0.046,54.0,168.0,0.99-1.00,Acidic,0.68,10%,5
1585,6.4,0.25,0.74,Moderate,0.045,52.0,209.0,0.99-1.00,Acidic,0.42,9%,6
1586,7.3,,0.74,High,0.039,46.0,165.0,0.99-1.00,Acidic,0.4,8%,5
1587,9.3,0.31,0.49,Low,0.042,34.0,147.0,0.99-1.00,Acidic,0.46,9%,5
1588,6.4,0.25,0.74,Moderate,0.045,52.0,209.0,0.99-1.00,Acidic,0.42,9%,6
1589,7.3,0.3,0.74,High,0.039,46.0,165.0,0.99-1.00,Acidic,0.4,8%,5
1590,7.0,0.27,0.74,Low,0.036,27.0,122.0,0.99-1.00,Acidic,0.48,11%,6
1591,7.9,0.14,0.74,Low,0.028,30.0,165.0,0.99-1.00,Acidic,0.82,12%,6
1592,6.4,0.12,0.49,Low,0.042,49.0,161.0,0.99-1.00,Acidic,0.44,10%,6
1593,6.8,0.21,0.74,Low,0.047,25.0,111.0,0.99-1.00,Acidic,0.41,10%,6
1594,,0.16,0.49,Moderate,0.043,9.0,63.0,0.99-1.00,Acidic,0.59,10%,6
1595,7.0,0.29,0.49,Low,0.047,37.0,136.0,0.99-1.00,Highly Acidic,0.4,9%,6
1596,6.4,0.27,0.49,Moderate,0.046,53.0,206.0,0.99-1.00,Acidic,0.43,9%,6
1597,6.6,0.55,0.01,Low,0.034,56.0,122.0,0.99-1.00,Acidic,0.3,11%,5
1598,6.4,0.27,0.49,Moderate,0.046,53.0,206.0,0.99-1.00,Acidic,0.43,9%,6
1599,6.3,0.24,0.71,Low,0.172,24.0,108.0,0.99-1.00,Acidic,0.39,9%,6
1600,6.7,0.33,0.49,Low,0.167,20.0,94.0,0.99-1.00,Acidic,0.5,11%,6
1601,7.0,0.29,0.49,Low,0.047,37.0,136.0,0.99-1.00,Highly Acidic,0.4,9%,6
1602,8.2,0.34,0.49,Moderate,0.046,55.0,223.0,0.99-1.00,Acidic,0.5,10%,6
1603,5.6,0.39,0.24,Low,0.034,27.0,77.0,0.99-1.00,Acidic,0.36,12%,5
1604,5.6,0.41,0.24,Low,0.034,10.0,53.0,<0.99,Acidic,0.5,13%,7
1605,6.7,0.41,0.01,Low,0.048,39.0,137.0,0.99-1.00,Acidic,0.35,9%,5
1606,7.1,0.26,0.49,Low,0.032,31.0,113.0,0.99-1.00,Acidic,0.42,12%,9
1607,7.5,0.32,0.49,Low,0.031,44.0,109.0,0.99-1.00,Acidic,0.46,12%,6
1608,5.8,0.19,0.49,Low,0.04,44.0,118.0,0.99-1.00,Acidic,0.38,9%,7
1609,6.9,0.27,0.49,High,0.057,59.0,235.0,>1.00,Highly Acidic,0.47,8%,5
1610,8.1,0.2,0.49,Moderate,0.048,46.0,212.0,0.99-1.00,Acidic,0.46,10%,7
1611,7.5,0.32,0.49,Low,0.031,44.0,109.0,0.99-1.00,Acidic,0.46,12%,6
1612,8.2,0.26,0.49,Low,0.04,19.0,100.0,0.99-1.00,Acidic,0.34,10%,6
1613,7.8,0.26,0.51,Low,0.027,28.0,87.0,0.99-1.00,Acidic,0.32,11%,7
1614,8.0,0.14,0.49,Low,0.035,42.0,120.0,0.99-1.00,Acidic,0.4,10%,7
1615,8.0,0.29,0.49,Moderate,0.035,40.0,131.0,0.99-1.00,Acidic,0.34,10%,5
1616,7.5,0.19,0.49,Low,0.047,42.0,140.0,0.99-1.00,Acidic,0.47,10%,6
1617,6.9,0.34,0.49,Moderate,0.045,61.0,206.0,0.99-1.00,Acidic,0.4,9%,6
1618,6.2,0.2,0.48,Low,0.065,17.0,143.0,0.99-1.00,Acidic,0.52,9%,6
1619,6.4,0.37,0.49,High,0.045,53.0,243.0,0.99-1.00,Acidic,0.48,8%,6
1620,6.2,0.22,0.49,Low,0.029,31.0,128.0,0.99-1.00,Acidic,0.36,11%,8
1621,7.8,0.26,0.49,Low,0.027,28.0,87.0,0.99-1.00,Acidic,0.32,11%,7
1622,8.9,0.32,0.49,Low,0.05,17.0,131.0,0.99-1.00,Acidic,0.34,9%,5
1623,6.5,0.44,0.49,Moderate,0.045,16.0,169.0,,Acidic,0.37,8%,6
1624,7.0,0.14,0.49,Low,0.053,22.0,118.0,0.99-1.00,Acidic,0.36,9%,6
1625,,0.17,0.49,Low,0.039,46.0,131.0,0.99-1.00,Acidic,0.51,10%,7
1626,6.4,0.26,0.49,Low,0.037,37.0,161.0,0.99-1.00,Acidic,0.53,9%,6
1627,9.0,0.22,0.49,Moderate,0.048,52.0,195.0,0.99-1.00,Acidic,0.44,10%,6
1628,8.9,0.32,0.49,Low,0.05,17.0,131.0,0.99-1.00,Acidic,0.34,9%,5
1629,,0.2,0.49,Low,0.057,14.0,108.0,0.99-1.00,Acidic,0.35,11%,6
1630,7.8,0.15,0.24,Moderate,0.047,21.0,98.0,0.99-1.00,Highly Acidic,0.31,9%,6
1631,6.9,0.25,0.24,Low,0.053,6.0,121.0,0.99-1.00,Acidic,0.7,11%,5
1632,8.2,0.2,0.47,Low,0.057,14.0,108.0,0.99-1.00,Acidic,0.35,11%,6
1633,7.1,0.28,0.49,Low,0.041,28.0,111.0,0.99-1.00,Acidic,0.58,12%,8
1634,7.4,0.19,0.49,Low,0.037,15.0,110.0,0.99-1.00,Acidic,0.38,11%,7
